observation_id,source_key,source_file,source_row,source_table_or_figure,doi,MEA_weight_fraction,temperature_reported_C,temperature_canonical_C,temperature_normalized,CO2_loading,CO2_pressure,MEA_pressure,H2O_pressure,pressure_MEA_raoult,total_pressure,CO2_loading_uncertainty,CO2_pressure_uncertainty,replicate_group,normalization_group,active_view_member,active_row_id,lifecycle_status,disposition_reason,notes
vle_obs_0219,Jou1995,Jou_1995_VLE.csv,48,,,0.3,100,100,no,0.477,69,,,91,160,,,Jou1995|w=0.3|T=100,,yes,vle_0110,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0220,Jou1995,Jou_1995_VLE.csv,49,,,0.3,100,100,no,0.481,109,,,91,200,,,Jou1995|w=0.3|T=100,,yes,vle_0111,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0221,Jou1995,Jou_1995_VLE.csv,50,,,0.3,100,100,no,0.571,509,,,91,600,,,Jou1995|w=0.3|T=100,,yes,vle_0112,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0222,Jou1995,Jou_1995_VLE.csv,51,,,0.3,100,100,no,0.589,376,,,91,700,,,Jou1995|w=0.3|T=100,,yes,vle_0113,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0223,Jou1995,Jou_1995_VLE.csv,52,,,0.3,100,100,no,0.6135,909,,,91,1000,,,Jou1995|w=0.3|T=100,,yes,vle_0114,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0224,Jou1995,Jou_1995_VLE.csv,53,,,0.3,120,120,no,0.00333,0.00202,,,178,250,,,Jou1995|w=0.3|T=120,,yes,vle_0123,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0225,Jou1995,Jou_1995_VLE.csv,54,,,0.3,120,120,no,0.0112,0.0221,,,178,350,,,Jou1995|w=0.3|T=120,,yes,vle_0124,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0226,Jou1995,Jou_1995_VLE.csv,55,,,0.3,120,120,no,0.0247,0.0984,,,178,400,,,Jou1995|w=0.3|T=120,,yes,vle_0125,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0227,Jou1995,Jou_1995_VLE.csv,56,,,0.3,120,120,no,0.119,2.29,,,178,300,,,Jou1995|w=0.3|T=120,,yes,vle_0126,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0228,Jou1995,Jou_1995_VLE.csv,57,,,0.3,120,120,no,0.349,46.8,,,178,350,,,Jou1995|w=0.3|T=120,,yes,vle_0127,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0229,Jou1995,Jou_1995_VLE.csv,58,,,0.3,120,120,no,0.4115,122,,,178,300,,,Jou1995|w=0.3|T=120,,yes,vle_0128,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0230,Jou1995,Jou_1995_VLE.csv,59,,,0.3,120,120,no,0.444,222,,,178,400,,,Jou1995|w=0.3|T=120,,yes,vle_0129,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0231,Jou1995,Jou_1995_VLE.csv,60,,,0.3,120,120,no,0.473,422,,,178,600,,,Jou1995|w=0.3|T=120,,yes,vle_0130,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0232,Jou1995,Jou_1995_VLE.csv,61,,,0.3,120,120,no,0.536,822,,,178,1000,,,Jou1995|w=0.3|T=120,,yes,vle_0131,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0233,Jou1995,Jou_1995_VLE.csv,62,,,0.3,120,120,no,0.639,2804,,,178,3000,,,Jou1995|w=0.3|T=120,,yes,vle_0132,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0234,Jou1995,Jou_1995_VLE.csv,63,,,0.3,150,,no,0.00199,0.00477,,,429,600,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0235,Jou1995,Jou_1995_VLE.csv,64,,,0.3,150,,no,0.00496,0.0239,,,429,650,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0236,Jou1995,Jou_1995_VLE.csv,65,,,0.3,150,,no,0.00992,0.0843,,,429,520,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0237,Jou1995,Jou_1995_VLE.csv,66,,,0.3,150,,no,0.0134,0.184,,,429,600,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0238,Jou1995,Jou_1995_VLE.csv,67,,,0.3,150,,no,0.0509,2.63,,,429,600,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0239,Jou1995,Jou_1995_VLE.csv,68,,,0.3,150,,no,0.153,34.2,,,429,630,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0240,Jou1995,Jou_1995_VLE.csv,69,,,0.3,150,,no,0.301,123,,,429,730,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0241,Jou1995,Jou_1995_VLE.csv,70,,,0.3,150,,no,0.358,420,,,429,850,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0242,Jou1995,Jou_1995_VLE.csv,71,,,0.3,150,,no,0.388,560,,,429,1000,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0243,Jou1995,Jou_1995_VLE.csv,72,,,0.3,150,,no,0.484,570,,,429,2400,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0244,Jou1995,Jou_1995_VLE.csv,73,,,0.3,150,,no,0.583,4544,,,429,5000,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0245,Jou1995,Jou_1995_VLE.csv,74,,,0.3,150,,no,0.6505,8525,,,429,9000,,,Jou1995|w=0.3|T=150,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0246,Mamun2005,Mamun_2005_VLE.csv,1,,,0.3,120,120,no,0.155,7.354,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0133,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0247,Mamun2005,Mamun_2005_VLE.csv,2,,,0.3,120,120,no,0.1766,9.314,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0134,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0248,Mamun2005,Mamun_2005_VLE.csv,3,,,0.3,120,120,no,0.1843,9.045,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0135,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0249,Mamun2005,Mamun_2005_VLE.csv,4,,,0.3,120,120,no,0.2085,15.51,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0136,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0250,Mamun2005,Mamun_2005_VLE.csv,5,,,0.3,120,120,no,0.2326,19.62,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0137,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0251,Mamun2005,Mamun_2005_VLE.csv,6,,,0.3,120,120,no,0.2381,25.2,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0138,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0252,Mamun2005,Mamun_2005_VLE.csv,7,,,0.3,120,120,no,0.256,27.71,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0139,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0253,Mamun2005,Mamun_2005_VLE.csv,8,,,0.3,120,120,no,0.2901,39.18,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0140,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0254,Mamun2005,Mamun_2005_VLE.csv,9,,,0.3,120,120,no,0.2967,40.4,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0141,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0255,Mamun2005,Mamun_2005_VLE.csv,10,,,0.3,120,120,no,0.3004,43.49,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0142,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0256,Mamun2005,Mamun_2005_VLE.csv,11,,,0.3,120,120,no,0.3125,51.82,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0143,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0257,Mamun2005,Mamun_2005_VLE.csv,12,,,0.3,120,120,no,0.3191,58.57,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0144,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0258,Mamun2005,Mamun_2005_VLE.csv,13,,,0.3,120,120,no,0.3298,62.88,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0145,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0259,Mamun2005,Mamun_2005_VLE.csv,14,,,0.3,120,120,no,0.3424,77.59,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0146,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0260,Mamun2005,Mamun_2005_VLE.csv,15,,,0.3,120,120,no,0.3424,74.95,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0147,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0261,Mamun2005,Mamun_2005_VLE.csv,16,,,0.3,120,120,no,0.35,83.61,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0148,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0262,Mamun2005,Mamun_2005_VLE.csv,17,,,0.3,120,120,no,0.3594,92.79,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0149,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0263,Mamun2005,Mamun_2005_VLE.csv,18,,,0.3,120,120,no,0.3882,137.9,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0150,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0264,Mamun2005,Mamun_2005_VLE.csv,19,,,0.3,120,120,no,0.4182,191.9,,,,,,,Mamun2005|w=0.3|T=120,,yes,vle_0151,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0265,Xu2011,Xu_2011_VLE.csv,1,,,0.3,100.0,100.0,no,0.388,34,,,,125,,,Xu2011|w=0.3|T=100.0,,yes,vle_0115,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0266,Xu2011,Xu_2011_VLE.csv,2,,,0.3,100.0,100.0,no,0.424,101,,,,191,,,Xu2011|w=0.3|T=100.0,,yes,vle_0116,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0267,Xu2011,Xu_2011_VLE.csv,3,,,0.3,100.0,100.0,no,0.425,86,,,,176,,,Xu2011|w=0.3|T=100.0,,yes,vle_0117,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0268,Xu2011,Xu_2011_VLE.csv,4,,,0.3,100.0,100.0,no,0.501,167,,,,258,,,Xu2011|w=0.3|T=100.0,,yes,vle_0118,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0269,Xu2011,Xu_2011_VLE.csv,5,,,0.3,100.0,100.0,no,0.52,233,,,,324,,,Xu2011|w=0.3|T=100.0,,yes,vle_0119,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0270,Xu2011,Xu_2011_VLE.csv,6,,,0.3,100.5,100,yes,0.315,16,,,,146,,,Xu2011|w=0.3|T=100.5,Xu2011|nominal_T=100,yes,vle_0120,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0271,Xu2011,Xu_2011_VLE.csv,7,,,0.3,101.0,100,yes,0.475,95,,,,189,,,Xu2011|w=0.3|T=101.0,Xu2011|nominal_T=100,yes,vle_0121,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0272,Xu2011,Xu_2011_VLE.csv,8,,,0.3,101.1,100,yes,0.315,12,,,,143,,,Xu2011|w=0.3|T=101.1,Xu2011|nominal_T=100,yes,vle_0122,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0273,Xu2011,Xu_2011_VLE.csv,9,,,0.3,109.0,,no,0.314,36,,,,169,,,Xu2011|w=0.3|T=109.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0274,Xu2011,Xu_2011_VLE.csv,10,,,0.3,110.0,,no,0.387,61,,,,190,,,Xu2011|w=0.3|T=110.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0275,Xu2011,Xu_2011_VLE.csv,11,,,0.3,110.0,,no,0.424,138,,,,266,,,Xu2011|w=0.3|T=110.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0276,Xu2011,Xu_2011_VLE.csv,12,,,0.3,110.0,,no,0.424,123,,,,251,,,Xu2011|w=0.3|T=110.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0277,Xu2011,Xu_2011_VLE.csv,13,,,0.3,111.0,,no,0.472,171,,,,303,,,Xu2011|w=0.3|T=111.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0278,Xu2011,Xu_2011_VLE.csv,14,,,0.3,111.3,,no,0.315,22,,,,157,,,Xu2011|w=0.3|T=111.3,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0279,Xu2011,Xu_2011_VLE.csv,15,,,0.3,120.0,120.0,no,0.37,63,,,,241,,,Xu2011|w=0.3|T=120.0,,yes,vle_0152,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0280,Xu2011,Xu_2011_VLE.csv,16,,,0.3,120.0,120.0,no,0.385,108,,,,287,,,Xu2011|w=0.3|T=120.0,,yes,vle_0153,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0281,Xu2011,Xu_2011_VLE.csv,17,,,0.3,120.0,120.0,no,0.387,62,,,,241,,,Xu2011|w=0.3|T=120.0,,yes,vle_0154,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0282,Xu2011,Xu_2011_VLE.csv,18,,,0.3,120.0,120.0,no,0.422,237,,,,415,,,Xu2011|w=0.3|T=120.0,,yes,vle_0155,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0283,Xu2011,Xu_2011_VLE.csv,19,,,0.3,120.0,120.0,no,0.423,192,,,,370,,,Xu2011|w=0.3|T=120.0,,yes,vle_0156,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0284,Xu2011,Xu_2011_VLE.csv,20,,,0.3,120.0,120.0,no,0.492,387,,,,565,,,Xu2011|w=0.3|T=120.0,,yes,vle_0157,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0285,Xu2011,Xu_2011_VLE.csv,21,,,0.3,120.0,120.0,no,0.508,512,,,,691,,,Xu2011|w=0.3|T=120.0,,yes,vle_0158,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0286,Xu2011,Xu_2011_VLE.csv,22,,,0.3,120.4,120,yes,0.314,50,,,,189,,,Xu2011|w=0.3|T=120.4,Xu2011|nominal_T=120,yes,vle_0159,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0287,Xu2011,Xu_2011_VLE.csv,23,,,0.3,121.0,120,yes,0.467,283,,,,467,,,Xu2011|w=0.3|T=121.0,Xu2011|nominal_T=120,yes,vle_0160,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0288,Xu2011,Xu_2011_VLE.csv,24,,,0.3,121.8,120,yes,0.314,45,,,,184,,,Xu2011|w=0.3|T=121.8,Xu2011|nominal_T=120,yes,vle_0161,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0289,Xu2011,Xu_2011_VLE.csv,25,,,0.3,129.0,,no,0.382,176,,,,412,,,Xu2011|w=0.3|T=129.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0290,Xu2011,Xu_2011_VLE.csv,26,,,0.3,129.9,,no,0.313,77,,,,220,,,Xu2011|w=0.3|T=129.9,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0291,Xu2011,Xu_2011_VLE.csv,27,,,0.3,130.0,,no,0.419,352,,,,594,,,Xu2011|w=0.3|T=130.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0292,Xu2011,Xu_2011_VLE.csv,28,,,0.3,130.0,,no,0.421,292,,,,535,,,Xu2011|w=0.3|T=130.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0293,Xu2011,Xu_2011_VLE.csv,29,,,0.3,130.0,,no,0.461,448,,,,691,,,Xu2011|w=0.3|T=130.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0294,Xu2011,Xu_2011_VLE.csv,30,,,0.3,131.0,,no,0.383,153,,,,403,,,Xu2011|w=0.3|T=131.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0295,Xu2011,Xu_2011_VLE.csv,31,,,0.3,131.9,,no,0.313,73,,,,217,,,Xu2011|w=0.3|T=131.9,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0296,Xu2011,Xu_2011_VLE.csv,32,,,0.3,139.0,,no,0.45,716,,,,1032,,,Xu2011|w=0.3|T=139.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0297,Xu2011,Xu_2011_VLE.csv,33,,,0.3,140.0,,no,0.364,217,,,,542,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0298,Xu2011,Xu_2011_VLE.csv,34,,,0.3,140.0,,no,0.377,308,,,,633,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0299,Xu2011,Xu_2011_VLE.csv,35,,,0.3,140.0,,no,0.378,289,,,,614,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0300,Xu2011,Xu_2011_VLE.csv,36,,,0.3,140.0,,no,0.414,613,,,,937,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0301,Xu2011,Xu_2011_VLE.csv,37,,,0.3,140.0,,no,0.417,464,,,,788,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0302,Xu2011,Xu_2011_VLE.csv,38,,,0.3,140.0,,no,0.452,683,,,,1008,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0303,Xu2011,Xu_2011_VLE.csv,39,,,0.3,140.0,,no,0.477,764,,,,1089,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0304,Xu2011,Xu_2011_VLE.csv,40,,,0.3,140.0,,no,0.489,964,,,,1289,,,Xu2011|w=0.3|T=140.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0305,Xu2011,Xu_2011_VLE.csv,41,,,0.3,141.4,,no,0.311,131,,,,279,,,Xu2011|w=0.3|T=141.4,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0306,Xu2011,Xu_2011_VLE.csv,42,,,0.3,142.3,,no,0.31,145,,,,293,,,Xu2011|w=0.3|T=142.3,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0307,Xu2011,Xu_2011_VLE.csv,43,,,0.3,149.0,,no,0.44,997,,,,1414,,,Xu2011|w=0.3|T=149.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0308,Xu2011,Xu_2011_VLE.csv,44,,,0.3,150.0,,no,0.358,368,,,,797,,,Xu2011|w=0.3|T=150.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0309,Xu2011,Xu_2011_VLE.csv,45,,,0.3,150.0,,no,0.369,500,,,,929,,,Xu2011|w=0.3|T=150.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0310,Xu2011,Xu_2011_VLE.csv,46,,,0.3,150.0,,no,0.371,463,,,,892,,,Xu2011|w=0.3|T=150.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0311,Xu2011,Xu_2011_VLE.csv,47,,,0.3,150.0,,no,0.406,1062,,,,1490,,,Xu2011|w=0.3|T=150.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0312,Xu2011,Xu_2011_VLE.csv,48,,,0.3,150.0,,no,0.439,1012,,,,1440,,,Xu2011|w=0.3|T=150.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0313,Xu2011,Xu_2011_VLE.csv,49,,,0.3,150.0,,no,0.467,1008,,,,1437,,,Xu2011|w=0.3|T=150.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0314,Xu2011,Xu_2011_VLE.csv,50,,,0.3,150.0,,no,0.478,1259,,,,1688,,,Xu2011|w=0.3|T=150.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0315,Xu2011,Xu_2011_VLE.csv,51,,,0.3,150.2,,no,0.308,213,,,,366,,,Xu2011|w=0.3|T=150.2,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0316,Xu2011,Xu_2011_VLE.csv,52,,,0.3,152.0,,no,0.307,236,,,,390,,,Xu2011|w=0.3|T=152.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0317,Xu2011,Xu_2011_VLE.csv,53,,,0.3,159.0,,no,0.303,332,,,,490,,,Xu2011|w=0.3|T=159.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0318,Xu2011,Xu_2011_VLE.csv,54,,,0.3,160.0,,no,0.351,569,,,,1126,,,Xu2011|w=0.3|T=160.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0319,Xu2011,Xu_2011_VLE.csv,55,,,0.3,160.0,,no,0.361,724,,,,1281,,,Xu2011|w=0.3|T=160.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0320,Xu2011,Xu_2011_VLE.csv,56,,,0.3,160.0,,no,0.361,732,,,,1289,,,Xu2011|w=0.3|T=160.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0321,Xu2011,Xu_2011_VLE.csv,57,,,0.3,160.0,,no,0.424,1427,,,,1984,,,Xu2011|w=0.3|T=160.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0322,Xu2011,Xu_2011_VLE.csv,58,,,0.3,160.0,,no,0.457,1302,,,,1859,,,Xu2011|w=0.3|T=160.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0323,Xu2011,Xu_2011_VLE.csv,59,,,0.3,160.0,,no,0.464,1626,,,,2184,,,Xu2011|w=0.3|T=160.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0324,Xu2011,Xu_2011_VLE.csv,60,,,0.3,161.0,,no,0.424,1442,,,,2013,,,Xu2011|w=0.3|T=161.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0325,Xu2011,Xu_2011_VLE.csv,61,,,0.3,166.0,,no,0.42,1568,,,,2216,,,Xu2011|w=0.3|T=166.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0326,Xu2011,Xu_2011_VLE.csv,62,,,0.3,170.0,,no,0.348,1090,,,,1805,,,Xu2011|w=0.3|T=170.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0327,Xu2011,Xu_2011_VLE.csv,63,,,0.3,170.0,,no,0.35,1051,,,,1766,,,Xu2011|w=0.3|T=170.0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
