observation_id,measurement_origin,measured_primitive,derivation_or_correction,observed_pco2_kpa,uncertainty_value,uncertainty_unit,uncertainty_status,covariance_status,source_locator,state_pressure_pa,pressure_specification,target_eligible,eligibility_reason
vle_obs_0170,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.445,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0171,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.813,0.077,kPa,source_row_value_retained,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0172,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0012,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0173,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00595,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0174,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0236,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0175,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.253,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0176,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,1.76,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0177,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,13.2,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0178,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00213,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0179,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00927,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0180,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.06,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0181,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.392,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0182,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,2.8,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0183,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,11.8,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",210000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0184,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,55.1,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0185,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,97.2,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",100000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0186,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00147,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0187,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00896,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0188,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0677,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0189,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.604,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",210000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0190,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,2.57,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",220000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0191,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,8.09,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",230000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0192,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,36.1,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",210000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0193,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,103,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",110000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0194,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00428,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",220000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0195,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0193,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",260000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0196,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0579,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",220000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0197,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.528,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0198,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,2.01,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0199,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,11,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",250000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0200,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,34,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",250000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0201,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,82,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",100000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0202,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,282,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0203,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00296,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",250000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0204,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00484,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",280000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0205,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0465,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",250000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0206,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0992,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",250000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0207,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.278,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",250000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0208,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,2.67,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0209,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,16,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0210,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,56,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",100000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0211,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,235,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",500000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0212,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,558,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",600000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0213,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,958,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",1000000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0214,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00724,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0215,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.136,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0216,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,1.43,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0217,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,19,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",110000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0218,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,39,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",130000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0219,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,69,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",160000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0220,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,109,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",200000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0221,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,509,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",600000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0222,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,376,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",700000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0223,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,909,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",1000000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0224,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00202,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",250000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0225,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0221,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",350000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0226,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0984,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",400000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0227,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,2.29,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0228,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,46.8,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",350000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0229,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,122,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",300000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0230,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,222,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",400000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0231,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,422,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",600000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0232,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,822,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",1000000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0233,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,2804,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",3000000,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0234,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.00477,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",600000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0235,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0239,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",650000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0236,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.0843,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",520000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0237,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,0.184,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",600000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0238,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,2.63,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",600000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0239,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,34.2,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",630000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0240,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,123,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",730000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0241,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,420,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",850000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0242,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,560,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",1000000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0243,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,570,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",2400000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0244,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,4544,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",5000000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0245,calibration_derived_partial_pressure,total_pressure_and_calibrated_gas_composition,gas analysis and solvent-vapor correction reported by the source,8525,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Jou et al. (1995), Table 2",9000000,row_reported_total_pressure,no,The row is outside the frozen active/reserved state membership.
vle_obs_0246,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,7.354,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0247,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,9.314,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0248,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,9.045,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0249,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,15.51,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0250,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,19.62,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0251,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,25.2,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0252,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,27.71,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0253,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,39.18,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0254,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,40.4,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0255,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,43.49,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0256,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,51.82,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0257,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,58.57,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0258,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,62.88,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0259,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,77.59,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0260,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,74.95,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Ma'mun et al. (2005), MEA equilibrium table",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
