membership_id,state_id,source_key,source_file,source_row_index,row_status,temperature_C,mea_mass_fraction,co2_loading_mol_per_mol_mea,species,measurement_role,reported_basis,conversion_eligible,lifecycle_status,target_membership,target_eligible,eligibility_reason
Bottinger2008_state_062|MEAH+,Bottinger2008_state_062,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,62,reported,60,0.3,0.766,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_062|MEACOO-,Bottinger2008_state_062,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,62,reported,60,0.3,0.766,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_062|HCO3-,Bottinger2008_state_062,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,62,reported,60,0.3,0.766,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_062|CO3^2-,Bottinger2008_state_062,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,62,reported,60,0.3,0.766,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_062|H3O+,Bottinger2008_state_062,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,62,reported,60,0.3,0.766,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_062|OH-,Bottinger2008_state_062,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,62,reported,60,0.3,0.766,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_062|MEA + MEAH+,Bottinger2008_state_062,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,62,reported,60,0.3,0.766,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_063|CO2,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_063|MEA,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_063|MEAH+,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_063|MEACOO-,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_063|HCO3-,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,HCO3-,direct_zero,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_063|CO3^2-,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_063|H3O+,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_063|OH-,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_063|MEA + MEAH+,Bottinger2008_state_063,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,63,reported,80,0.3,0.064,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_064|CO2,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_064|MEA,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_064|MEAH+,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_064|MEACOO-,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_064|HCO3-,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,HCO3-,direct_zero,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_064|CO3^2-,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_064|H3O+,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_064|OH-,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_064|MEA + MEAH+,Bottinger2008_state_064,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,64,reported,80,0.3,0.141,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_065|CO2,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_065|MEA,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_065|MEAH+,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_065|MEACOO-,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_065|HCO3-,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,HCO3-,direct_zero,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_065|CO3^2-,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_065|H3O+,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_065|OH-,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_065|MEA + MEAH+,Bottinger2008_state_065,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,65,reported,80,0.3,0.245,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_066|CO2,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_066|MEA,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_066|MEAH+,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_066|MEACOO-,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_066|HCO3-,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,HCO3-,direct_zero,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_066|CO3^2-,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_066|H3O+,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_066|OH-,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_066|MEA + MEAH+,Bottinger2008_state_066,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,66,reported,80,0.3,0.336,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_067|CO2,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_067|MEA,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_067|MEAH+,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_067|MEACOO-,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_067|HCO3-,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_067|CO3^2-,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_067|H3O+,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_067|OH-,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_067|MEA + MEAH+,Bottinger2008_state_067,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,67,reported,80,0.3,0.398,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_068|CO2,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_068|MEA,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_068|MEAH+,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_068|MEACOO-,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_068|HCO3-,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_068|CO3^2-,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_068|H3O+,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_068|OH-,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_068|MEA + MEAH+,Bottinger2008_state_068,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,68,reported,80,0.3,0.51,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Jakobsen2005_state_001|CO2,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,CO2,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_001|MEA,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,MEA,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_001|MEAH+,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,MEAH+,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_001|MEACOO-,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,MEACOO-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_001|HCO3-,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,HCO3-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_001|CO3^2-,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,CO3^2-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_001|H3O+,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,H3O+,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_001|OH-,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,OH-,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_001|MEA + MEAH+,Jakobsen2005_state_001,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,1,reported,20,0.15,0.26,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_002|CO2,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,CO2,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_002|MEA,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,MEA,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_002|MEAH+,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,MEAH+,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_002|MEACOO-,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,MEACOO-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_002|HCO3-,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,HCO3-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_002|CO3^2-,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,CO3^2-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_002|H3O+,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,H3O+,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_002|OH-,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,OH-,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_002|MEA + MEAH+,Jakobsen2005_state_002,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,2,reported,20,0.15,0.52,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_003|CO2,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,CO2,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_003|MEA,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,MEA,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_003|MEAH+,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,MEAH+,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_003|MEACOO-,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,MEACOO-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_003|HCO3-,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,HCO3-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_003|CO3^2-,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,CO3^2-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_003|H3O+,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,H3O+,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_003|OH-,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,OH-,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_003|MEA + MEAH+,Jakobsen2005_state_003,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,3,reported,20,0.15,0.79,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_004|CO2,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,CO2,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_004|MEA,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,MEA,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_004|MEAH+,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,MEAH+,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_004|MEACOO-,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,MEACOO-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_004|HCO3-,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,HCO3-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_004|CO3^2-,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,CO3^2-,direct_positive,mole_fraction,true,validation_reserved,transferability_candidate,no,Non-30-wt% state is reserved for composition-transfer review.
Jakobsen2005_state_004|H3O+,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,H3O+,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
Jakobsen2005_state_004|OH-,Jakobsen2005_state_004,Jakobsen2005,data/reference/MEA/observations/liquid_speciation/Jakobsen_2005_ChEq.csv,4,reported,20,0.15,1.08,OH-,balance_inferred,,true,validation_reserved,transferability_candidate,no,Balance-inferred context is not an independent measurement.
